Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Washington, DC metro area	Nov-20	$450K	-2.20%	8.40%	6,758	-13.00%	31.70%	5,735	-34.40%	28.90%	10,181	-10.80%	-16.20%	26	1	-11	100.40%	-0.10%	1.10%
Washington, DC metro area	Dec-20	$450K	0.00%	7.40%	7,163	6.00%	27.80%	4,433	-22.70%	46.80%	8,044	-21.00%	-17.00%	30	4	-12	100.20%	-0.20%	1.00%
Washington, DC metro area	Jan-21	$441K	-2.10%	10.30%	4,820	-32.70%	17.50%	5,672	27.90%	6.00%	7,852	-2.40%	-19.60%	34	4	-17	100.30%	0.10%	1.40%
Washington, DC metro area	Feb-21	$450K	2.10%	7.70%	5,245	8.80%	15.80%	6,078	7.20%	-7.50%	7,741	-1.40%	-24.40%	28	-6	-9	100.80%	0.50%	1.30%
Washington, DC metro area	Mar-21	$480K	6.60%	9.60%	6,963	32.80%	13.50%	9,101	49.70%	7.10%	8,146	5.20%	-29.30%	20	-8	-7	101.70%	0.90%	1.60%
Washington, DC metro area	Apr-21	$505K	5.20%	13.20%	8,227	18.20%	45.20%	10,524	15.60%	69.50%	9,643	18.40%	-18.30%	14	-6	-10	102.30%	0.60%	2.20%
Washington, DC metro area	May-21	$515K	2.00%	17.00%	8,488	3.20%	54.20%	9,986	-5.10%	47.40%	10,072	4.40%	-13.60%	11	-3	-19	102.80%	0.50%	3.10%
Washington, DC metro area	Jun-21	$520K	1.00%	18.20%	9,564	12.70%	32.60%	10,319	3.30%	34.40%	11,106	10.30%	0.90%	13	2	-19	102.40%	-0.30%	2.60%
Washington, DC metro area	Jul-21	$508K	-2.30%	8.10%	8,519	-10.90%	5.20%	9,930	-3.80%	13.60%	12,632	13.70%	13.30%	18	5	-11	101.70%	-0.80%	1.50%
Washington, DC metro area	Aug-21	$490K	-3.50%	5.60%	8,100	-4.90%	4.00%	8,050	-18.90%	0.10%	12,287	-2.70%	15.10%	25	7	-1	100.90%	-0.70%	0.50%
Washington, DC metro area	Sep-21	$482K	-1.60%	5.60%	7,165	-11.50%	-6.50%	8,605	6.90%	1.50%	13,038	6.10%	18.20%	29	4	2	100.50%	-0.40%	0.10%
Washington, DC metro area	Oct-21	$495K	2.70%	7.60%	7,099	-0.90%	-8.60%	7,246	-15.80%	-17.10%	12,186	-6.50%	6.80%	30	1	5	100.40%	-0.10%	-0.10%
Washington, DC metro area	Nov-21	$495K	0.00%	10.00%	7,129	0.40%	5.50%	5,207	-28.10%	-9.20%	10,040	-17.60%	-1.40%	33	3	7	100.30%	-0.10%	-0.10%
Washington, DC metro area	Dec-21	$490K	-1.00%	8.90%	6,851	-3.90%	-4.40%	3,842	-26.20%	-13.30%	7,633	-24.00%	-5.10%	35	2	5	100.30%	0.00%	0.10%
Washington, DC metro area	Jan-22	$475K	-3.00%	7.80%	4,488	-34.50%	-6.90%	4,595	19.60%	-19.00%	6,954	-8.90%	-11.40%	39	4	5	100.30%	0.00%	0.00%
Washington, DC metro area	Feb-22	$500K	5.30%	11.10%	4,922	9.70%	-6.20%	6,276	36.60%	3.30%	7,224	3.90%	-6.70%	29	-10	1	101.50%	1.20%	0.70%
Washington, DC metro area	Mar-22	$527K	5.40%	9.80%	6,841	39.00%	-1.80%	8,773	39.80%	-3.60%	8,268	14.50%	1.50%	18	-11	-2	102.60%	1.10%	0.90%
Washington, DC metro area	Apr-22	$550K	4.40%	8.90%	7,138	4.30%	-13.20%	9,403	7.20%	-10.70%	9,671	17.00%	0.30%	14	-4	0	103.10%	0.50%	0.70%
Washington, DC metro area	May-22	$555K	0.90%	7.80%	7,795	9.20%	-8.20%	8,894	-5.40%	-10.90%	10,568	9.30%	4.90%	14	0	3	102.80%	-0.30%	0.00%
Washington, DC metro area	Jun-22	$551K	-0.70%	6.00%	7,485	-4.00%	-21.70%	8,766	-1.40%	-15.00%	11,922	12.80%	7.30%	19	5	6	101.60%	-1.20%	-0.90%
Washington, DC metro area	Jul-22	$532K	-3.40%	4.70%	6,160	-17.70%	-27.70%	7,237	-17.40%	-27.10%	12,540	5.20%	-0.70%	27	8	9	100.50%	-1.10%	-1.20%
Washington, DC metro area	Aug-22	$520K	-2.30%	6.10%	6,079	-1.30%	-25.00%	5,810	-19.70%	-27.80%	11,751	-6.30%	-4.40%	32	5	7	99.70%	-0.80%	-1.20%
Washington, DC metro area	Sep-22	$500K	-3.80%	3.70%	5,382	-11.50%	-24.90%	6,597	13.50%	-23.30%	12,338	5.00%	-5.40%	37	5	8	99.60%	-0.10%	-0.90%
Washington, DC metro area	Oct-22	$525K	5.00%	6.00%	4,800	-10.80%	-32.40%	5,120	-22.40%	-29.30%	11,970	-3.00%	-1.80%	37	0	7	99.60%	0.00%	-0.80%
Washington, DC metro area	Nov-22	$507K	-3.40%	2.40%	4,164	-13.30%	-41.60%	3,721	-27.30%	-28.50%	10,711	-10.50%	6.70%	43	6	10	99.20%	-0.40%	-1.10%
Washington, DC metro area	Dec-22	$495K	-2.40%	1.00%	4,017	-3.50%	-41.40%	2,502	-32.80%	-34.90%	8,702	-18.80%	14.00%	47	4	12	99.00%	-0.30%	-1.30%
Washington, DC metro area	Jan-23	$480K	-3.00%	1.10%	2,966	-26.20%	-33.90%	4,290	71.50%	-6.60%	8,796	1.10%	26.50%	59	12	20	98.80%	-0.20%	-1.50%
Washington, DC metro area	Feb-23	$510K	6.30%	2.00%	3,674	23.90%	-25.40%	4,472	4.20%	-28.70%	8,646	-1.70%	19.70%	49	-10	20	99.70%	0.90%	-1.80%
Washington, DC metro area	Mar-23	$525K	2.90%	-0.40%	4,826	31.40%	-29.50%	6,489	45.10%	-26.00%	9,447	9.30%	14.30%	36	-13	18	100.20%	0.60%	-2.40%
Washington, DC metro area	Apr-23	$545K	3.80%	-0.90%	4,833	0.10%	-32.30%	6,208	-4.30%	-34.00%	9,890	4.70%	2.30%	32	-4	18	100.90%	0.60%	-2.20%
Washington, DC metro area	May-23	$565K	3.70%	1.80%	5,905	22.20%	-24.20%	6,451	3.90%	-27.50%	9,813	-0.80%	-7.10%	30	-2	16	101.30%	0.40%	-1.50%
Washington, DC metro area	Jun-23	$560K	-0.90%	1.60%	6,122	3.70%	-18.20%	6,156	-4.60%	-29.80%	9,855	0.40%	-17.30%	30	0	11	101.00%	-0.20%	-0.50%
Washington, DC metro area	Jul-23	$550K	-1.80%	3.40%	5,024	-17.90%	-18.40%	5,701	-7.40%	-21.20%	9,994	1.40%	-20.30%	32	2	5	100.80%	-0.20%	0.30%
Washington, DC metro area	Aug-23	$550K	0.00%	5.80%	5,281	5.10%	-13.10%	5,423	-4.90%	-6.70%	9,860	-1.30%	-16.10%	34	2	2	100.50%	-0.40%	0.80%
Washington, DC metro area	Sep-23	$525K	-4.60%	5.00%	4,316	-18.30%	-19.80%	5,424	0.00%	-17.80%	10,541	6.90%	-14.60%	35	1	-2	100.20%	-0.30%	0.60%
Washington, DC metro area	Oct-23	$530K	1.00%	1.00%	4,278	-0.90%	-10.90%	4,812	-11.30%	-6.00%	10,398	-1.40%	-13.10%	36	1	-1	100.10%	-0.10%	0.50%
Washington, DC metro area	Nov-23	$530K	0.00%	4.50%	3,883	-9.20%	-6.70%	3,636	-24.40%	-2.30%	9,450	-9.10%	-11.80%	40	4	-3	99.50%	-0.50%	0.30%
Washington, DC metro area	Dec-23	$525K	-0.90%	6.10%	3,679	-5.30%	-8.40%	2,606	-28.30%	4.20%	7,921	-16.20%	-9.00%	44	4	-3	99.60%	0.00%	0.60%
Washington, DC metro area	Jan-24	$520K	-1.00%	8.30%	3,064	-16.70%	3.30%	4,408	69.10%	2.80%	8,196	3.50%	-6.80%	52	8	-7	99.50%	0.00%	0.70%
Washington, DC metro area	Feb-24	$540K	3.80%	5.90%	3,721	21.40%	1.30%	5,223	18.50%	16.80%	8,974	9.50%	3.80%	40	-12	-9	100.20%	0.70%	0.50%
Washington, DC metro area	Mar-24	$565K	4.60%	7.60%	4,324	16.20%	-10.40%	6,391	22.40%	-1.50%	10,018	11.60%	6.00%	33	-7	-3	101.00%	0.70%	0.70%
Washington, DC metro area	Apr-24	$582K	3.00%	6.80%	5,291	22.40%	9.50%	7,089	10.90%	14.20%	10,932	9.10%	10.50%	31	-2	-1	101.30%	0.30%	0.40%
Washington, DC metro area	May-24	$590K	1.40%	4.40%	5,858	10.70%	-0.80%	7,163	1.00%	11.00%	11,902	8.90%	21.30%	29	-2	-1	101.60%	0.30%	0.30%
Washington, DC metro area	Jun-24	$600K	1.70%	7.10%	5,483	-6.40%	-10.40%	6,354	-11.30%	3.20%	12,032	1.10%	22.10%	33	4	3	101.00%	-0.50%	0.00%
Washington, DC metro area	Jul-24	$580K	-3.30%	5.50%	5,506	0.40%	9.60%	5,916	-6.90%	3.80%	11,951	-0.70%	19.60%	36	3	4	100.40%	-0.60%	-0.40%
Washington, DC metro area	Aug-24	$569K	-1.80%	3.50%	5,155	-6.40%	-2.40%	5,568	-5.90%	2.70%	11,909	-0.40%	20.80%	38	2	4	100.10%	-0.30%	-0.30%
Washington, DC metro area	Sep-24	$565K	-0.80%	7.60%	4,491	-12.90%	4.10%	5,845	5.00%	7.80%	12,498	4.90%	18.60%	40	2	5	100.00%	-0.10%	-0.10%
Washington, DC metro area	Oct-24	$565K	0.00%	6.60%	4,886	8.80%	14.20%	5,426	-7.20%	12.80%	12,315	-1.50%	18.40%	41	1	5	100.10%	0.00%	0.00%
Washington, DC metro area	Nov-24	$560K	-0.90%	5.70%	4,229	-13.40%	8.90%	3,993	-26.40%	9.80%	11,411	-7.30%	20.80%	43	2	3	99.80%	-0.30%	0.30%
Washington, DC metro area	Dec-24	$555K	-0.90%	5.70%	4,513	6.70%	22.70%	2,863	-28.30%	9.90%	9,448	-17.20%	19.30%	49	6	5	99.70%	-0.20%	0.10%
Washington, DC metro area	Jan-25	$535K	-3.60%	2.90%	3,307	-26.70%	7.90%	4,614	61.20%	4.70%	10,089	6.80%	23.10%	58	9	6	99.60%	-0.10%	0.10%
Washington, DC metro area	Feb-25	$558K	4.30%	3.40%	3,490	5.50%	-6.20%	5,359	16.10%	2.60%	11,245	11.50%	25.30%	46	-12	6	100.10%	0.50%	-0.10%
Washington, DC metro area	Mar-25	$595K	6.60%	5.30%	4,227	21.10%	-2.20%	7,487	39.70%	17.10%	13,400	19.20%	33.80%	39	-7	6	100.40%	0.40%	-0.50%
Washington, DC metro area	Apr-25	$605K	1.70%	4.00%	5,142	21.60%	-2.80%	7,785	4.00%	9.80%	14,984	11.80%	37.10%	36	-3	5	100.50%	0.00%	-0.80%
Washington, DC metro area	May-25	$610K	0.80%	3.40%	5,616	9.20%	-4.10%	7,438	-4.50%	3.80%	15,841	5.70%	33.10%	39	3	10	100.20%	-0.30%	-1.40%
Washington, DC metro area	Jun-25	$610K	0.00%	1.70%	5,744	2.30%	4.80%	6,176	-17.00%	-2.80%	15,293	-3.50%	27.10%	44	5	11	99.90%	-0.30%	-1.20%
Washington, DC metro area	Jul-25	$595K	-2.50%	2.60%	5,345	-6.90%	-2.90%	5,515	-10.70%	-6.80%	14,410	-5.80%	20.60%	48	4	12	99.50%	-0.30%	-0.90%
Washington, DC metro area	Aug-25	$589K	-1.00%	3.50%	4,777	-10.60%	-7.30%	4,797	-13.00%	-13.80%	12,703	-11.80%	6.70%	51	3	13	99.40%	-0.10%	-0.70%
